user_id,age,gender,income,monthly_vape_spend,willingness_to_subscribe,liked_flavors,disliked_flavors,flavor_score_sweet,flavor_score_fruity,flavor_score_tobacco,flavor_score_minty,mood_relax,mood_energy,mood_focus,lifestyle_social,lifestyle_fitness,lifestyle_travel,lifestyle_gaming,usage_freq_per_week,nicotine_strength,churn_risk,satisfaction_rating,device_brand,social_linked,trend_alignment,prev_month_reorders,days_since_last_order,health_concern,tapering_interest,preferred_pack_size,feedback_count,feedback_sentiment
5550,40,Male,38767.73,84.29,1,"Dessert,Vanilla,Chocolate,Fruity,Mint","Chocolate,Tobacco,Berry",4,2,5,3,2,2,4,1,1,0,0,2,6,0.18,3,BrandB,1,0.45,0,56,1,0,Small,2,0.35
5551,20,Male,136784.78,17.94,1,"Fruity,Berry,Dessert,Vanilla",Fruity,3,2,5,5,3,1,2,1,0,0,0,3,3,0.37,8,BrandD,0,0.31,1,1,2,0,Medium,3,0.49
5552,37,Male,44446.06,64.89,1,"Berry,Citrus,Fruity","Tobacco,Fruity",3,4,3,4,3,5,2,0,0,0,1,2,3,0.32,1,BrandA,1,0.44,0,66,5,0,Small,0,0.65
5553,40,Female,168694.42,12.73,0,"Coffee,Dessert,Berry,Fruity","Vanilla,Chocolate",2,2,1,4,5,2,5,1,1,0,1,7,12,0.06,5,BrandC,0,0.22,0,53,3,1,Large,1,0.58
5554,44,Female,55749.26,34.41,0,"Citrus,Vanilla,Coffee,Berry",Berry,2,1,2,3,4,3,2,0,0,0,1,9,3,0.51,2,BrandA,1,0.29,2,71,5,0,Small,3,0.45
5555,33,Male,25044.33,37.42,1,"Chocolate,Berry,Fruity,Tobacco,Coffee",Berry,2,1,3,1,2,5,5,0,0,0,0,7,6,0.16,9,BrandB,1,0.29,2,64,1,0,Small,1,0.4
5556,46,Female,98559.2,7.44,1,"Citrus,Tobacco,Fruity,Dessert","Coffee,Tobacco",4,5,3,3,4,1,4,1,0,0,0,3,6,0.18,1,BrandB,0,0.63,1,41,4,1,Small,2,-0.36
5557,38,Male,14599.27,10.11,0,"Coffee,Dessert,Mint","Tobacco,Chocolate,Citrus",4,2,4,5,5,5,1,0,0,1,1,4,6,0.23,7,BrandB,0,0.15,1,6,2,0,Small,1,-0.01
5558,29,Other,53256.79,12.72,1,"Mint,Vanilla",Vanilla,4,1,4,3,5,1,1,1,0,1,0,3,12,0.27,4,BrandA,1,0.35,1,59,5,1,Large,3,-0.39
5559,30,Female,202738.26,30.93,0,"Fruity,Tobacco","Fruity,Tobacco,Citrus",2,4,1,5,2,2,3,1,1,0,0,7,6,0.46,10,BrandC,1,0.08,3,30,2,1,Large,2,0.61
5560,25,Female,137713.69,5.0,0,"Fruity,Citrus,Berry,Vanilla,Coffee",Chocolate,3,5,3,5,5,2,5,1,0,0,1,1,6,0.3,6,BrandA,0,0.42,3,24,2,0,Small,0,-0.56
5561,33,Male,117638.77,26.06,0,"Vanilla,Fruity,Coffee,Chocolate","Chocolate,Mint",1,4,5,3,5,1,1,1,1,0,0,4,18,0.36,7,BrandA,1,0.43,3,36,1,0,Medium,1,0.01
5562,30,Male,88982.86,11.58,1,"Vanilla,Dessert,Chocolate,Mint","Fruity,Vanilla",3,2,1,1,5,3,1,0,1,0,0,2,3,0.46,4,BrandC,1,0.66,1,38,5,0,Small,0,0.9
5563,54,Female,103222.68,12.27,1,"Citrus,Berry,Dessert,Coffee","Citrus,Mint,Dessert",5,1,3,1,5,1,4,0,0,0,0,1,3,0.38,7,BrandD,1,0.25,1,49,5,0,Medium,1,0.7
5564,63,Female,30387.55,5.02,1,"Dessert,Mint",Tobacco,1,4,4,3,3,2,3,1,0,0,0,6,18,0.18,1,BrandA,1,0.43,3,36,2,0,Medium,3,0.1
5565,67,Female,81093.66,5.56,0,"Chocolate,Mint,Tobacco,Citrus,Berry","Vanilla,Dessert,Mint",2,1,5,1,2,2,4,1,1,1,0,10,12,0.28,5,BrandB,0,0.63,1,74,5,0,Medium,2,-0.73
5566,33,Female,62917.57,48.02,1,"Berry,Mint","Citrus,Mint,Berry",3,1,5,1,1,3,3,1,0,0,1,11,18,0.35,7,BrandA,0,0.5,1,86,3,0,Large,3,0.32
5567,39,Male,113814.88,14.08,0,"Dessert,Tobacco","Vanilla,Berry,Fruity",3,3,2,3,3,5,3,0,1,0,0,2,3,0.15,9,BrandB,1,0.4,1,14,2,0,Small,1,0.95
5568,19,Male,135682.48,8.47,1,"Berry,Vanilla,Citrus,Tobacco",Tobacco,5,5,1,2,2,3,5,1,0,0,0,3,0,0.35,3,BrandB,0,0.32,1,9,1,0,Small,0,-0.77
5569,64,Male,38145.64,44.08,0,"Chocolate,Mint","Vanilla,Citrus",4,1,2,3,5,5,4,1,0,0,0,6,12,0.28,3,BrandD,1,0.69,1,73,1,0,Medium,2,0.12
5570,21,Female,20950.21,14.16,0,"Chocolate,Mint","Chocolate,Vanilla",4,4,4,2,1,1,5,1,1,0,1,11,3,0.32,8,BrandA,1,0.62,1,57,1,0,Large,2,-0.5
5571,34,Male,51328.38,13.63,0,"Chocolate,Mint,Berry,Fruity","Vanilla,Chocolate,Berry",3,1,2,5,5,4,3,1,0,0,0,1,6,0.45,9,BrandC,0,0.6,2,35,1,0,Large,1,-0.94
5572,46,Male,123511.21,31.52,1,"Berry,Dessert,Citrus,Vanilla,Tobacco","Fruity,Coffee",3,5,1,3,3,3,2,1,1,0,0,5,12,0.41,6,BrandC,0,0.41,1,10,5,0,Small,0,0.45
5573,25,Male,21207.54,39.29,1,"Tobacco,Chocolate",Mint,1,1,4,5,1,5,1,1,0,1,1,4,6,0.29,1,BrandC,1,0.55,1,1,1,1,Large,1,0.01
5574,36,Female,43760.71,8.59,1,"Citrus,Berry,Vanilla","Coffee,Tobacco,Mint",4,4,2,4,3,3,4,1,1,0,0,6,12,0.21,5,BrandB,0,0.18,1,7,1,1,Large,3,-0.32
5575,49,Female,15494.71,70.81,1,"Fruity,Citrus,Vanilla",Dessert,3,1,2,5,5,4,2,1,0,0,1,15,18,0.27,9,BrandA,1,0.25,4,32,4,0,Small,1,-0.21
5576,47,Other,33518.5,33.48,1,"Chocolate,Coffee,Dessert,Vanilla","Berry,Coffee",2,1,2,1,2,5,5,0,1,0,1,10,0,0.27,9,BrandB,0,0.31,1,19,1,0,Large,0,-0.01
5577,47,Female,62461.65,11.18,0,"Chocolate,Dessert,Fruity","Mint,Tobacco,Coffee",2,2,4,2,1,2,1,0,0,0,0,1,3,0.1,2,BrandD,1,0.16,2,28,1,0,Small,1,0.83
5578,39,Male,48902.51,33.2,1,"Chocolate,Fruity","Vanilla,Tobacco",2,4,2,5,5,2,1,1,0,0,1,2,12,0.67,2,BrandA,0,0.21,0,27,1,0,Medium,2,-0.52
5579,41,Female,30192.33,5.0,1,"Citrus,Dessert,Fruity,Tobacco,Coffee","Fruity,Chocolate",4,5,5,1,2,4,1,0,0,0,1,2,6,0.11,8,BrandC,1,0.52,3,56,3,0,Medium,1,0.95
5580,62,Female,122195.48,53.72,1,"Chocolate,Mint,Coffee,Vanilla,Fruity","Berry,Coffee",3,4,4,5,4,5,1,0,0,0,1,1,12,0.19,3,BrandC,0,0.48,0,49,2,0,Large,1,-0.46
5581,57,Male,38931.34,29.86,1,"Dessert,Vanilla,Mint,Chocolate","Citrus,Coffee,Fruity",2,4,5,1,1,4,4,1,1,1,0,3,3,0.26,1,BrandD,0,0.57,2,52,2,0,Medium,4,0.47
5582,67,Female,15935.39,16.35,0,"Citrus,Dessert,Tobacco","Mint,Dessert",4,3,4,5,4,1,2,1,0,0,1,11,18,0.67,7,BrandB,0,0.34,0,85,4,0,Large,0,0.16
5583,28,Male,160764.37,72.41,0,"Citrus,Berry,Tobacco,Dessert","Mint,Citrus,Berry",1,1,5,2,1,5,1,1,0,1,0,4,12,0.45,7,BrandA,1,0.54,0,51,1,0,Medium,2,-0.67
5584,49,Female,94933.62,31.16,1,"Chocolate,Fruity","Coffee,Dessert,Citrus",3,2,5,3,2,3,4,0,1,0,1,4,0,0.25,8,BrandB,1,0.61,1,17,2,0,Large,1,-0.17
5585,37,Other,60313.25,31.94,0,"Tobacco,Citrus,Berry,Fruity,Dessert","Coffee,Berry",1,2,4,2,4,1,2,1,1,0,1,3,18,0.18,1,BrandA,0,0.47,4,77,4,0,Medium,0,-0.57
5586,28,Female,28028.35,12.05,1,"Mint,Vanilla,Dessert",Mint,3,2,5,1,3,2,5,0,0,0,0,3,18,0.36,5,BrandA,1,0.19,0,60,1,0,Small,3,-0.98
5587,50,Male,26465.95,14.59,1,"Tobacco,Mint,Dessert,Chocolate","Vanilla,Coffee",2,2,1,2,5,1,5,0,0,0,0,2,3,0.15,3,BrandA,0,0.61,3,85,5,0,Medium,4,0.35
5588,53,Female,53910.04,38.58,0,"Citrus,Mint,Tobacco,Vanilla,Fruity","Mint,Vanilla,Coffee",1,2,3,5,3,1,3,1,1,0,1,2,6,0.64,5,BrandD,1,0.48,1,30,5,0,Medium,2,-0.39
5589,40,Male,274672.4074649998,22.45,1,"Tobacco,Chocolate,Citrus,Vanilla",Fruity,5,2,1,4,3,4,4,1,0,0,1,2,6,0.17,5,BrandD,0,0.47,0,36,2,1,Small,2,-0.3
5590,51,Female,21118.79,5.0,1,"Tobacco,Mint",Berry,4,3,3,4,1,1,4,0,0,0,0,1,12,0.22,4,BrandB,0,0.32,1,62,1,0,Small,1,-0.88
5591,60,Male,27476.46,76.0,0,"Vanilla,Berry,Fruity",Vanilla,5,1,4,1,4,5,3,0,0,1,0,2,3,0.04,1,BrandB,1,0.67,3,56,1,0,Medium,2,0.59
5592,66,Male,66882.09,33.85,1,"Chocolate,Citrus,Berry,Tobacco,Vanilla",Citrus,1,1,2,5,4,3,5,1,0,0,1,11,12,0.13,8,BrandB,0,0.42,2,57,5,0,Small,3,0.96
5593,67,Male,23471.46,7.26,1,"Citrus,Fruity,Dessert","Tobacco,Vanilla,Citrus",3,4,4,1,1,3,3,0,0,0,1,1,12,0.18,7,BrandD,1,0.22,1,78,4,1,Small,2,0.17
5594,58,Female,782456.2711880222,84.63,0,"Fruity,Chocolate,Tobacco","Fruity,Berry,Dessert",3,1,5,3,4,2,4,0,1,0,1,3,12,0.41,10,BrandB,1,0.5,0,50,1,0,Small,1,0.39
5595,25,Male,39660.3,13.37,0,"Fruity,Mint",Berry,3,1,1,3,2,4,4,0,0,0,0,2,12,0.33,5,BrandC,0,0.68,1,24,2,0,Medium,1,0.17
5596,45,Female,99139.98,5.0,1,"Tobacco,Citrus,Coffee,Mint,Berry","Mint,Berry,Tobacco",1,3,5,1,3,2,3,0,1,0,0,8,6,0.18,1,BrandA,0,0.26,2,47,5,0,Small,0,-0.6
5597,39,Male,35488.07,20.48,1,"Coffee,Dessert,Vanilla,Mint,Citrus","Berry,Chocolate,Mint",3,5,1,5,3,1,3,1,0,0,0,16,6,0.21,5,BrandA,0,0.5,0,16,1,0,Large,1,-0.25
5598,61,Female,74991.43,5.0,1,"Citrus,Mint,Berry,Vanilla,Fruity","Vanilla,Tobacco,Berry",5,1,2,3,2,5,2,0,1,0,0,9,6,0.2,5,BrandA,0,0.84,1,24,3,0,Large,2,0.07
5599,40,Male,57915.09,5.0,0,"Chocolate,Citrus,Mint,Vanilla,Dessert","Coffee,Fruity,Berry",3,2,4,2,5,5,3,0,0,0,0,4,3,0.23,7,BrandC,0,0.34,2,18,5,0,Small,4,-0.17
5600,19,Male,137966.37,5.0,1,"Vanilla,Dessert,Coffee","Tobacco,Coffee",2,2,1,2,5,1,3,1,0,0,0,2,12,0.6,6,BrandD,1,0.12,1,17,5,1,Large,1,0.49
5601,21,Other,33834.89,10.42,1,"Dessert,Tobacco","Vanilla,Mint",2,2,5,5,5,3,5,0,1,0,1,19,12,0.54,10,BrandC,0,0.49,2,60,4,1,Medium,1,0.49
5602,21,Female,174123.88,7.68,0,"Fruity,Dessert","Tobacco,Citrus",1,3,4,1,5,4,4,1,0,0,0,10,18,0.22,7,BrandB,0,0.83,0,15,5,0,Small,2,0.09
5603,45,Male,119009.25,5.0,1,"Berry,Citrus,Dessert,Vanilla","Fruity,Coffee,Chocolate",5,2,5,2,2,3,5,0,0,0,0,2,12,0.26,1,BrandC,1,0.4,2,56,3,1,Large,3,-0.79
5604,49,Female,33488.12,41.59,1,"Chocolate,Dessert,Coffee,Citrus","Citrus,Mint",5,1,5,1,4,1,1,0,0,1,0,4,3,0.25,9,BrandA,0,0.28,0,47,2,0,Large,1,0.99
5605,51,Female,35279.51,8.47,0,"Tobacco,Fruity,Berry",Chocolate,1,5,5,4,2,4,4,0,0,0,1,2,3,0.17,3,BrandA,1,0.57,2,63,5,0,Medium,2,0.96
5606,19,Female,62130.02,45.03,1,"Chocolate,Dessert,Vanilla,Fruity","Fruity,Mint,Chocolate",2,4,4,1,2,1,1,1,0,0,0,4,6,0.29,1,BrandA,0,0.43,1,68,1,0,Small,2,0.96
5607,39,Female,79036.43,27.53,0,"Chocolate,Coffee,Berry,Dessert","Coffee,Tobacco",4,3,4,2,2,2,4,0,1,1,1,1,6,0.18,6,BrandD,1,0.34,1,80,1,0,Small,2,-0.27
5608,55,Male,27927.14,10.87,1,"Coffee,Fruity,Vanilla,Tobacco,Chocolate","Chocolate,Fruity",3,4,5,4,2,5,4,1,0,0,0,7,12,0.27,7,BrandA,0,0.6,0,6,3,0,Small,1,-0.07
5609,49,Female,23984.26,10.86,0,"Tobacco,Dessert,Vanilla","Fruity,Coffee",2,1,4,5,5,3,1,1,1,0,0,2,6,0.43,1,BrandD,0,0.4,1,60,2,0,Small,3,-0.57
5610,21,Female,17654.03,18.2,1,"Fruity,Citrus,Dessert",Berry,1,1,2,3,4,3,4,0,0,0,0,1,6,0.18,1,BrandB,1,0.38,0,62,1,0,Medium,1,0.41
5611,40,Male,125163.92,5.23,1,"Coffee,Citrus",Citrus,5,3,3,1,5,3,4,0,0,1,0,4,6,0.25,6,BrandC,0,0.34,0,15,4,0,Medium,2,0.08
5612,24,Male,49397.34,7.16,1,"Coffee,Mint,Fruity,Tobacco,Dessert","Vanilla,Tobacco,Berry",5,1,5,5,2,5,3,1,0,0,1,4,6,0.51,3,BrandD,0,0.42,1,37,5,0,Medium,0,-0.93
5613,37,Female,17335.16,45.6,0,"Chocolate,Mint,Berry,Dessert,Coffee","Chocolate,Coffee,Tobacco",4,4,5,4,3,3,5,0,0,1,1,2,12,0.09,4,BrandA,1,0.32,0,26,3,0,Large,2,0.66
5614,32,Male,42275.44,56.58,0,"Tobacco,Citrus,Dessert,Berry,Fruity","Coffee,Vanilla,Citrus",2,2,4,1,2,1,3,0,0,0,1,2,12,0.55,10,BrandC,0,0.2,0,28,4,1,Medium,3,0.87
5615,21,Male,81688.52,24.39,1,"Citrus,Vanilla,Tobacco","Mint,Chocolate",1,3,5,5,5,4,5,1,0,0,1,8,18,0.19,6,BrandC,0,0.11,3,13,1,0,Small,2,-0.77
5616,65,Male,63665.87,22.9,1,"Chocolate,Mint,Fruity,Dessert",Mint,5,4,1,2,1,3,2,0,0,0,1,5,6,0.26,9,BrandC,0,0.27,1,60,5,0,Medium,2,0.69
5617,21,Female,155726.62,8.42,0,"Tobacco,Fruity","Coffee,Berry",1,4,1,5,5,1,1,0,0,0,1,2,18,0.14,7,BrandD,0,0.36,1,84,1,1,Large,3,-0.69
5618,27,Male,56468.81,38.39,1,"Vanilla,Coffee,Dessert",Citrus,1,5,3,4,5,1,5,0,1,0,0,2,12,0.22,1,BrandC,0,0.55,2,14,1,0,Medium,3,-0.4
5619,42,Male,41808.05,21.54,0,"Mint,Berry,Chocolate,Coffee","Citrus,Dessert",5,5,2,1,3,1,1,0,0,0,0,6,0,0.19,4,BrandA,0,0.18,2,73,4,1,Large,3,0.37
5620,21,Male,59566.74,35.52,0,"Chocolate,Tobacco",Tobacco,2,4,5,4,4,2,2,1,1,1,0,2,3,0.18,7,BrandB,0,0.41,1,38,4,1,Medium,6,0.98
5621,44,Female,124853.73,52.15,0,"Citrus,Dessert,Mint,Chocolate","Tobacco,Berry",5,4,1,4,5,5,4,0,0,0,1,7,6,0.55,10,BrandB,1,0.36,2,73,5,0,Medium,2,-0.89
5622,58,Female,74250.9,14.75,1,"Tobacco,Vanilla,Coffee,Fruity,Mint","Vanilla,Tobacco",4,3,4,2,3,4,3,1,0,0,1,4,18,0.07,2,BrandA,1,0.26,1,72,4,1,Small,3,0.85
5623,39,Male,46358.09,5.63,1,"Vanilla,Fruity,Coffee","Coffee,Fruity,Mint",5,2,5,4,2,1,2,0,0,0,1,19,0,0.66,8,BrandC,1,0.2,1,2,2,1,Small,2,0.73
5624,47,Male,26601.83,13.46,1,"Vanilla,Coffee,Citrus,Mint,Tobacco",Tobacco,5,2,5,2,4,3,2,0,0,0,0,2,3,0.04,2,BrandA,0,0.61,1,79,1,0,Small,1,-0.62
5625,51,Male,45728.57,16.25,1,"Vanilla,Fruity,Citrus,Berry",Dessert,3,1,4,2,1,3,1,0,0,0,0,3,3,0.27,3,BrandC,0,0.22,2,73,5,1,Small,3,0.36
5626,56,Male,22835.27,5.0,0,"Citrus,Fruity","Chocolate,Vanilla,Berry",2,1,1,5,5,1,4,0,0,1,1,2,12,0.68,4,BrandC,0,0.7,2,78,2,0,Medium,2,0.47
5627,29,Male,64315.96,8.81,1,"Vanilla,Chocolate,Citrus","Mint,Vanilla",3,2,3,2,3,3,4,1,0,0,0,1,12,0.1,6,BrandD,0,0.32,0,58,3,0,Small,2,-0.56
5628,51,Male,63952.52,39.64,1,"Chocolate,Fruity","Chocolate,Citrus,Fruity",2,4,1,2,5,1,2,1,0,0,0,4,18,0.57,9,BrandC,0,0.53,0,27,3,0,Small,8,-0.64
5629,37,Female,27586.17,41.99,0,"Coffee,Mint,Vanilla",Vanilla,5,2,2,1,5,2,4,1,0,0,0,2,6,0.56,6,BrandB,1,0.27,0,3,1,1,Medium,1,0.69
5630,45,Male,31029.93,20.86,1,"Vanilla,Berry,Citrus,Mint,Fruity","Fruity,Coffee,Chocolate",4,3,2,2,4,3,2,1,0,1,0,2,18,0.27,2,BrandD,1,0.69,2,65,4,0,Medium,5,-0.02
5631,27,Other,82420.37,10.15,1,"Citrus,Dessert",Berry,3,4,5,3,2,3,3,1,0,1,1,7,6,0.15,9,BrandD,1,0.47,1,40,1,0,Medium,2,0.24
5632,50,Female,48740.33,80.32,0,"Vanilla,Citrus,Dessert","Dessert,Mint",2,2,4,3,5,5,1,0,1,0,1,1,0,0.61,4,BrandB,0,0.68,1,86,4,1,Medium,2,0.73
5633,48,Male,69318.21,89.47,0,"Vanilla,Dessert,Berry",Citrus,2,4,3,1,2,3,2,1,0,0,1,3,3,0.45,1,BrandB,1,0.72,1,6,2,0,Small,4,0.43
5634,24,Male,35018.41,58.82,0,"Coffee,Berry,Citrus,Vanilla",Mint,5,4,4,3,4,4,3,1,0,0,1,4,12,0.45,5,BrandD,0,0.42,0,75,5,0,Small,2,0.6
5635,67,Male,30925.86,9.7,1,"Citrus,Dessert,Fruity,Tobacco,Mint","Coffee,Berry",5,1,1,3,5,4,3,1,0,0,1,3,6,0.46,9,BrandB,0,0.57,0,82,5,0,Small,2,0.66
5636,50,Male,41840.96,47.81,1,"Vanilla,Berry,Mint,Coffee",Coffee,2,1,4,4,3,3,1,0,0,0,0,2,6,0.33,5,BrandB,1,0.18,2,82,1,0,Small,1,0.48
5637,50,Male,24661.45,31.63,1,"Chocolate,Dessert,Mint","Vanilla,Tobacco",2,3,2,1,4,3,1,0,0,0,1,1,12,0.41,6,BrandA,0,0.56,1,59,4,0,Medium,1,-0.88
5638,38,Female,35378.23,5.0,0,"Coffee,Fruity,Chocolate,Vanilla","Berry,Coffee,Dessert",3,1,1,5,3,2,5,1,1,1,1,3,12,0.58,6,BrandA,0,0.77,3,4,5,0,Small,2,-0.52
5639,32,Male,88386.85,29.63,0,"Dessert,Tobacco,Fruity,Coffee","Tobacco,Fruity,Dessert",5,3,5,5,3,4,1,1,0,0,0,6,12,0.43,4,BrandA,1,0.46,1,20,5,0,Small,0,0.35
5640,64,Female,34122.61,32.23,1,"Dessert,Vanilla,Tobacco,Citrus,Coffee","Tobacco,Chocolate,Vanilla",4,3,1,4,5,3,4,0,0,0,0,3,12,0.48,2,BrandD,0,0.33,2,7,5,0,Medium,2,0.44
5641,30,Male,128395.76,13.23,1,"Mint,Fruity","Citrus,Dessert",3,1,3,1,4,1,5,0,1,0,0,3,6,0.04,1,BrandD,1,0.32,0,77,4,0,Medium,3,-0.33
5642,41,Female,88266.87,5.0,1,"Vanilla,Chocolate,Fruity,Coffee","Chocolate,Dessert",2,2,3,2,4,3,3,0,0,1,1,2,6,0.43,6,BrandB,0,0.58,1,40,3,0,Small,3,-0.67
5643,44,Male,85212.29,7.39,1,"Chocolate,Berry,Tobacco,Vanilla,Coffee","Citrus,Chocolate,Vanilla",5,5,1,5,2,4,2,1,0,0,1,7,6,0.2,3,BrandD,1,0.44,1,65,4,0,Small,1,0.29
5644,62,Female,61457.79,36.28,0,"Berry,Chocolate,Tobacco","Mint,Citrus,Fruity",3,5,4,1,5,1,1,0,0,1,1,7,12,0.49,5,BrandC,1,0.81,1,63,2,0,Small,5,-0.95
5645,53,Female,32630.04,12.49,1,"Citrus,Berry","Mint,Vanilla,Citrus",2,3,3,1,3,5,2,0,1,1,0,1,6,0.25,2,BrandD,1,0.34,3,40,1,1,Medium,4,0.08
5646,45,Female,25951.36,11.86,1,"Coffee,Vanilla,Citrus,Berry","Coffee,Tobacco,Fruity",2,1,1,4,5,1,1,0,1,0,1,11,6,0.55,5,BrandA,0,0.62,0,84,2,0,Large,3,-0.94
5647,46,Female,25227.53,5.0,1,"Mint,Vanilla","Citrus,Coffee",1,3,3,4,4,2,3,1,0,1,0,8,6,0.42,4,BrandA,0,0.49,2,41,2,0,Medium,0,-0.3
5648,37,Male,56505.19,71.72,1,"Dessert,Tobacco,Fruity",Citrus,4,5,4,3,1,5,5,0,0,0,0,2,12,0.22,9,BrandA,1,0.04,3,22,5,1,Small,6,0.43
5649,34,Male,211194.57,45.77,1,"Berry,Mint,Fruity,Vanilla","Berry,Citrus",3,4,2,1,5,5,3,0,0,0,0,5,6,0.05,1,BrandD,0,0.46,2,78,1,0,Medium,1,0.16
5650,31,Male,66489.39,5.0,1,"Chocolate,Vanilla","Citrus,Chocolate,Mint",3,2,3,2,1,5,5,0,0,0,1,4,12,0.09,9,BrandA,0,0.72,1,43,1,0,Small,2,-0.39
5651,57,Male,123126.46,33.31,1,"Dessert,Fruity","Chocolate,Fruity",1,5,3,3,4,3,4,1,1,0,0,7,6,0.02,9,BrandA,1,0.69,2,83,4,0,Small,3,-0.23
5652,30,Male,45702.85,8.83,0,"Vanilla,Mint,Berry",Berry,4,3,2,2,1,1,3,0,1,0,0,5,18,0.3,8,BrandA,0,0.54,0,27,5,0,Medium,2,0.48
5653,21,Female,35338.18,6.8,0,"Mint,Berry","Mint,Citrus",1,4,2,4,2,5,5,0,1,0,0,3,6,0.37,6,BrandA,1,0.18,1,28,3,0,Large,1,-0.1
5654,69,Other,80705.11,23.34,0,"Tobacco,Berry,Vanilla,Citrus,Coffee",Chocolate,2,3,2,4,5,1,1,1,1,0,1,1,6,0.08,5,BrandA,0,0.4,1,29,4,1,Small,4,0.36
5655,19,Female,37202.62,29.95,0,"Fruity,Citrus,Berry,Dessert,Coffee",Chocolate,2,4,2,2,4,4,3,0,1,0,0,7,6,0.11,1,BrandA,1,0.39,0,73,5,0,Small,4,-0.46
5656,34,Male,41995.2,117.25,1,"Citrus,Dessert,Coffee,Vanilla,Tobacco","Chocolate,Tobacco,Dessert",3,2,5,5,3,1,4,0,0,0,0,3,3,0.4,1,BrandB,1,0.54,0,34,2,0,Large,0,0.69
5657,30,Female,53006.32,18.95,1,"Fruity,Dessert,Vanilla,Coffee,Mint","Mint,Fruity,Vanilla",5,2,2,3,3,4,3,1,0,1,0,4,6,0.24,3,BrandB,0,0.67,4,85,1,0,Large,3,-0.26
5658,22,Female,26243.14,27.79,0,"Mint,Coffee,Dessert","Coffee,Tobacco",2,1,2,4,2,3,5,0,0,0,0,3,3,0.24,7,BrandB,0,0.37,0,44,5,0,Large,2,-0.32
5659,56,Female,58281.91,5.0,0,"Vanilla,Fruity,Dessert,Coffee,Citrus","Dessert,Vanilla,Citrus",3,4,5,5,2,1,1,1,1,1,1,2,18,0.21,4,BrandB,0,0.09,2,48,1,0,Large,2,-0.44
5660,55,Female,46003.55,23.12,1,"Chocolate,Citrus,Coffee",Fruity,4,5,4,1,1,1,3,1,0,0,1,2,18,0.28,7,BrandC,0,0.4,2,51,1,0,Small,1,0.44
5661,48,Female,22878.18,16.66,1,"Citrus,Dessert","Dessert,Vanilla,Citrus",5,1,5,4,4,1,3,0,1,0,1,4,6,0.2,2,BrandA,1,0.26,1,1,5,1,Small,1,0.01
5662,50,Female,51334.5,112.41,1,"Dessert,Fruity,Citrus,Berry,Mint",Chocolate,1,1,1,5,2,4,3,1,1,1,0,1,3,0.16,2,BrandC,1,0.12,2,52,3,0,Large,3,-0.22
5663,25,Female,76736.41,5.9,1,"Dessert,Citrus,Mint,Chocolate,Coffee",Chocolate,2,5,2,3,4,4,4,0,0,0,1,12,3,0.25,4,BrandC,0,0.06,3,45,1,1,Medium,2,0.11
5664,18,Male,30786.96,17.62,0,"Berry,Citrus,Fruity,Dessert","Coffee,Chocolate",1,3,2,4,5,5,2,0,1,0,1,2,12,0.41,2,BrandD,0,0.41,1,61,4,1,Medium,0,0.9
5665,33,Female,200242.09,67.15,1,"Chocolate,Mint,Tobacco,Citrus","Tobacco,Berry",2,4,2,3,2,4,3,0,1,0,1,2,6,0.24,10,BrandA,1,0.2,1,51,1,0,Small,5,-0.31
5666,66,Male,23362.62,5.0,1,"Vanilla,Coffee,Fruity,Citrus","Chocolate,Tobacco,Dessert",2,1,2,4,2,1,2,1,0,1,1,7,12,0.17,10,BrandC,1,0.13,1,1,1,0,Medium,0,0.07
5667,45,Female,29654.86,16.1,1,"Citrus,Coffee,Vanilla","Vanilla,Dessert",3,5,5,5,5,4,1,0,0,0,0,1,3,0.36,10,BrandD,1,0.12,2,15,1,1,Small,2,-0.85
5668,29,Female,71069.9,29.48,1,"Tobacco,Coffee,Dessert","Vanilla,Citrus,Dessert",1,2,1,2,1,1,1,1,0,0,1,4,0,0.27,4,BrandC,1,0.28,1,52,2,0,Small,2,0.3
5669,46,Female,51884.0,16.12,1,"Berry,Mint,Coffee,Tobacco,Citrus","Fruity,Citrus,Vanilla",3,5,3,5,1,4,1,1,0,0,1,3,12,0.14,4,BrandC,0,0.25,0,12,4,0,Medium,1,-0.16
5670,42,Female,28024.57,23.66,1,"Citrus,Coffee","Fruity,Dessert,Chocolate",3,4,1,4,3,1,4,1,0,1,0,13,3,0.04,4,BrandD,1,0.18,2,59,4,0,Medium,1,-0.24
5671,33,Male,76589.17,33.91,0,"Coffee,Berry,Chocolate",Citrus,3,1,5,5,2,3,5,1,0,0,0,5,6,0.42,1,BrandD,0,0.49,1,50,1,0,Small,1,0.72
5672,49,Female,24899.03,32.02,0,"Dessert,Coffee,Mint","Chocolate,Berry,Mint",3,3,1,3,4,2,2,0,0,0,1,12,12,0.13,4,BrandA,0,0.21,3,1,1,0,Medium,0,0.2
5673,36,Female,78723.29,5.0,1,"Chocolate,Dessert,Tobacco,Citrus","Mint,Citrus",3,3,4,1,2,5,2,0,0,0,0,6,6,0.67,8,BrandC,0,0.44,3,20,4,0,Large,1,-0.9
5674,36,Female,104363.58,32.82,0,"Mint,Vanilla","Tobacco,Vanilla,Berry",1,5,1,3,4,2,4,0,0,0,0,2,6,0.16,4,BrandC,1,0.39,2,33,2,0,Medium,2,-0.88
